"question_id","case_id","image_id","image_path","primary_type","subtype","difficulty","question_en","question_zh","answer","answer_type"
"qa_v7c_000011","img_0275","test500__d1_351_png.rf.b46c07a9f8d3f85297fe8cf1285715f8","images/img_0275.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the capacitor in the diagram and the upper terminal of the resistor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的上端与图中的电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000012","img_0275","test500__d1_351_png.rf.b46c07a9f8d3f85297fe8cf1285715f8","images/img_0275.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the capacitor in the diagram and the lower terminal of the resistor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的下端与图中的电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000013","img_0280","test500__d1_autockt_-120_png.rf.a3bb85cd2691e63707e94d871b483d23","images/img_0280.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st resistor from the left and the left terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的上端与图中的电容的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000014","img_0280","test500__d1_autockt_-120_png.rf.a3bb85cd2691e63707e94d871b483d23","images/img_0280.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st resistor from the left and the left terminal of the inductor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的上端与图中的电感的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000015","img_0346","test500__d1_autockt_-140_png.rf.6e25f3bdff0e1261b22787f21e39c79b","images/img_0346.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the voltage source in the diagram and the upper terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的右端与从左到右第2个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000016","img_0346","test500__d1_autockt_-140_png.rf.6e25f3bdff0e1261b22787f21e39c79b","images/img_0346.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the voltage source in the diagram and the lower terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的左端与图中的电流源的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000017","img_0263","test500__d1_autockt_-143_png.rf.ee52e4aba23f19f81e6d3c3f9e9d58f5","images/img_0263.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 3rd resistor from the left and the lower terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的下端与图中的电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000018","img_0263","test500__d1_autockt_-143_png.rf.ee52e4aba23f19f81e6d3c3f9e9d58f5","images/img_0263.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the inductor in the diagram and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的右端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000019","img_0099","test500__d1_autockt_-171_png.rf.fd6079bb003a1487a272e55213a89c59","images/img_0099.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st resistor from the left and the lower terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的上端与从左到右第2个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000020","img_0099","test500__d1_autockt_-171_png.rf.fd6079bb003a1487a272e55213a89c59","images/img_0099.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 2nd resistor from the left and the right terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电阻的下端与图中的电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000021","img_0244","test500__d1_autockt_-172_png.rf.fa39f5695747bd3c54c74cb3408d54a1","images/img_0244.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st resistor from the left and the upper terminal of the 3rd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的上端与从左到右第3个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000022","img_0244","test500__d1_autockt_-172_png.rf.fa39f5695747bd3c54c74cb3408d54a1","images/img_0244.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 1st resistor from the left and the left terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的下端与图中的电容的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000023","img_0016","test500__d1_autockt_-17_png.rf.20abd76f3e8e09baca303cf10e7c04ab","images/img_0016.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 1st voltage source from the left and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电压源的左端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000024","img_0016","test500__d1_autockt_-17_png.rf.20abd76f3e8e09baca303cf10e7c04ab","images/img_0016.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 1st inductor from the left and the lower terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电感的右端与从左到右第2个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000025","img_0377","test500__d1_autockt_-1_png.rf.23fcfeb82e2f264cab71ec3c38455ac2","images/img_0377.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 1st resistor from the left and the right terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的下端与图中的电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000026","img_0377","test500__d1_autockt_-1_png.rf.23fcfeb82e2f264cab71ec3c38455ac2","images/img_0377.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the inductor in the diagram and the lower terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的左端与从左到右第1个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000027","img_0307","test500__d1_autockt_-223_png.rf.3e860cd6dfaa923148f9112c02dc7598","images/img_0307.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 1st resistor from the top and the right terminal of the inductor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第1个电阻的右端与图中的电感的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000028","img_0307","test500__d1_autockt_-223_png.rf.3e860cd6dfaa923148f9112c02dc7598","images/img_0307.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 2nd resistor from the top and the left terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第2个电阻的左端与图中的电流源的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000029","img_0221","test500__d1_autockt_-229_png.rf.2c54b82e1a3ca25e677ad8a85ddec714","images/img_0221.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 2nd inductor from the top and the right terminal of the 1st inductor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第2个电感的上端与从上到下第1个电感的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000030","img_0221","test500__d1_autockt_-229_png.rf.2c54b82e1a3ca25e677ad8a85ddec714","images/img_0221.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the voltage source in the diagram and the lower terminal of the 3rd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的下端与从左到右第3个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000031","img_0081","test500__d1_autockt_-275_png.rf.d450a27a0032bf38aa10b86488403126","images/img_0081.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 3rd resistor from the left and the right terminal of the 1st inductor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第3个电阻的上端与从左到右第1个电感的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000032","img_0081","test500__d1_autockt_-275_png.rf.d450a27a0032bf38aa10b86488403126","images/img_0081.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the voltage source in the diagram and the upper terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的左端与从左到右第1个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000033","img_0325","test500__d1_autockt_-27_png.rf.7f9527e137bd26978e6705e8c0f8af91","images/img_0325.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 1st resistor from the left and the lower terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的左端与图中的电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000034","img_0325","test500__d1_autockt_-27_png.rf.7f9527e137bd26978e6705e8c0f8af91","images/img_0325.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the inductor in the diagram and the left terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的上端与从左到右第1个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000035","img_0011","test500__d1_autockt_-286_png.rf.9929c6bed5a7e2439e2f2d28f17bccc8","images/img_0011.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the capacitor in the diagram and the right terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的右端与图中的电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000036","img_0011","test500__d1_autockt_-286_png.rf.9929c6bed5a7e2439e2f2d28f17bccc8","images/img_0011.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the inductor in the diagram and the right terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的上端与图中的电容的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000037","img_0094","test500__d1_autockt_-304_png.rf.84edf22f1a8418a9c025ed79e5968e44","images/img_0094.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 1st resistor from the left and the right terminal of the 1st capacitor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的下端与从左到右第1个电容的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000038","img_0094","test500__d1_autockt_-304_png.rf.84edf22f1a8418a9c025ed79e5968e44","images/img_0094.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 2nd capacitor from the left and the right terminal of the 1st capacitor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电容的左端与从左到右第1个电容的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000039","img_0109","test500__d1_autockt_-31_png.rf.ddb8fa3af873912460684b7ce817468d","images/img_0109.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 1st inductor from the left and the lower terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电感的下端与图中的电容的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000040","img_0109","test500__d1_autockt_-31_png.rf.ddb8fa3af873912460684b7ce817468d","images/img_0109.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the capacitor in the diagram and the right terminal of the 2nd current source from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的上端与从左到右第2个电流源的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000041","img_0238","test500__d1_autockt_-345_png.rf.a38dcd7bd83e33b9fe65822085d37b2e","images/img_0238.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 1st resistor from the top and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第1个电阻的右端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000042","img_0238","test500__d1_autockt_-345_png.rf.a38dcd7bd83e33b9fe65822085d37b2e","images/img_0238.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 1st resistor from the top and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第1个电阻的左端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000043","img_0332","test500__d1_autockt_-358_png.rf.2e4a547ba612ed2069d0b175f4d56524","images/img_0332.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the capacitor in the diagram and the right terminal of the 3rd resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的右端与从上到下第3个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000044","img_0332","test500__d1_autockt_-358_png.rf.2e4a547ba612ed2069d0b175f4d56524","images/img_0332.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the inductor in the diagram and the right terminal of the 3rd resistor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的下端与从上到下第3个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000045","img_0219","test500__d1_autockt_-360_png.rf.099ca8cd253c336716ea7c6e06a4fb04","images/img_0219.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 2nd voltage source from the top and the lower terminal of the 1st voltage source from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从上到下第2个电压源的右端与从上到下第1个电压源的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000046","img_0219","test500__d1_autockt_-360_png.rf.099ca8cd253c336716ea7c6e06a4fb04","images/img_0219.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 1st resistor from the left and the right terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的右端与图中的电容的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000047","img_0160","test500__d1_autockt_-369_png.rf.09448f550cb4389133033c981bf1a41d","images/img_0160.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 1st inductor from the left and the lower terminal of the 2nd inductor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电感的右端与从左到右第2个电感的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000048","img_0160","test500__d1_autockt_-369_png.rf.09448f550cb4389133033c981bf1a41d","images/img_0160.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 1st inductor from the left and the upper terminal of the 2nd inductor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电感的左端与从左到右第2个电感的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000049","img_0090","test500__d1_autockt_-406_png.rf.cfbb7ac16fd4972ab5b62de3fa6b5b5e","images/img_0090.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the capacitor in the diagram and the left terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的上端与从左到右第2个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000050","img_0090","test500__d1_autockt_-406_png.rf.cfbb7ac16fd4972ab5b62de3fa6b5b5e","images/img_0090.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the inductor in the diagram and the left terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的下端与从左到右第2个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000051","img_0049","test500__d1_autockt_-410_png.rf.44ccc47e54e47d86c42574ac1fa36b65","images/img_0049.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 2nd resistor from the left and the lower terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电阻的左端与图中的电流源的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000052","img_0049","test500__d1_autockt_-410_png.rf.44ccc47e54e47d86c42574ac1fa36b65","images/img_0049.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the voltage source in the diagram and the right terminal of the 1st inductor from the top belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的下端与从上到下第1个电感的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000053","img_0093","test500__d1_autockt_-44_png.rf.f652b850f1528945c70301cf9776d1bd","images/img_0093.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the capacitor in the diagram and the lower terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的左端与从左到右第2个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000054","img_0093","test500__d1_autockt_-44_png.rf.f652b850f1528945c70301cf9776d1bd","images/img_0093.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the inductor in the diagram and the lower terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的右端与从左到右第2个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000055","img_0240","test500__d1_autockt_-456_png.rf.b924ebf7b6b5ebdfa540234451657449","images/img_0240.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the 1st resistor from the left and the left terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电阻的下端与图中的电流源的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000056","img_0240","test500__d1_autockt_-456_png.rf.b924ebf7b6b5ebdfa540234451657449","images/img_0240.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 2nd inductor from the left and the upper terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第2个电感的上端与从左到右第1个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000057","img_0183","test500__d1_autockt_-476_png.rf.c821a562c47d858f4f2eb0572308e6b6","images/img_0183.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the inductor in the diagram and the left terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的上端与图中的电容的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000058","img_0183","test500__d1_autockt_-476_png.rf.c821a562c47d858f4f2eb0572308e6b6","images/img_0183.jpg","connectivity","terminal_same_node","medium","Do the lower terminal of the inductor in the diagram and the lower terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电感的下端与从左到右第2个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000059","img_0156","test500__d1_autockt_-503_png.rf.e9d14bb7212e648f520164102d28d174","images/img_0156.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the voltage source in the diagram and the upper terminal of the 1st resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的左端与从左到右第1个电阻的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000060","img_0156","test500__d1_autockt_-503_png.rf.e9d14bb7212e648f520164102d28d174","images/img_0156.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the voltage source in the diagram and the upper terminal of the capacitor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电压源的左端与图中的电容的上端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000061","img_0064","test500__d1_autockt_-519_png.rf.db15c5f621b2b7c686c23ea2089378d5","images/img_0064.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the capacitor in the diagram and the lower terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的右端与从左到右第2个电阻的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000062","img_0064","test500__d1_autockt_-519_png.rf.db15c5f621b2b7c686c23ea2089378d5","images/img_0064.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the capacitor in the diagram and the right terminal of the inductor in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","图中的电容的右端与图中的电感的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000063","img_0224","test500__d1_autockt_-527_png.rf.836d7a4c4a0d35cc12451c5a57662428","images/img_0224.jpg","connectivity","terminal_same_node","medium","Do the right terminal of the 1st inductor from the left and the right terminal of the 2nd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电感的右端与从左到右第2个电阻的右端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","否","yes_no"
"qa_v7c_000064","img_0224","test500__d1_autockt_-527_png.rf.836d7a4c4a0d35cc12451c5a57662428","images/img_0224.jpg","connectivity","terminal_same_node","medium","Do the left terminal of the 1st inductor from the left and the lower terminal of the current source in the diagram belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电感的左端与图中的电流源的下端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
"qa_v7c_000065","img_0072","test500__d1_autockt_-63_png.rf.702b8d8a5a171e5776f132e74087f83f","images/img_0072.jpg","connectivity","terminal_same_node","medium","Do the upper terminal of the 1st inductor from the left and the left terminal of the 3rd resistor from the left belong to the same electrical node, connected by continuous ideal wire without passing through a component?","从左到右第1个电感的上端与从左到右第3个电阻的左端是否属于同一个电气节点（可由连续理想导线相连，且中间不经过元件）？","是","yes_no"
